Substation Latitude,Substation Longitude,State,CMIP Data Latitude,CMIP Data Longitude
36.48116292674998,-79.05106158903996,Virginia,36.282722513089,-78.75
34.997455264379475,-81.12127707481919,North Carolina,35.340314136125656,-81.25
35.72367986434865,-80.60065494932982,North Carolina,35.340314136125656,-80.0
35.42225421978212,-80.94526872957036,North Carolina,35.340314136125656,-81.25
36.17631783736617,-81.0363712750048,North Carolina,36.282722513089,-81.25
36.87933542248808,-80.82233456594065,North Carolina,37.22513089005236,-81.25
34.95433482977414,-82.91549867686913,Georgia,35.340314136125656,-82.5
36.59144125189704,-82.69624713196605,Kentucky,36.282722513089,-82.5
35.33522213959153,-86.1172805292131,Tennessee,35.340314136125656,-86.25
35.22707198689349,-85.09419707348123,Tennessee,35.340314136125656,-85.0
35.82826276938617,-86.59839069701937,Tennessee,36.282722513089,-86.25
36.20525065777596,-86.46482820897184,Tennessee,36.282722513089,-86.25
36.04654641006467,-86.60578712647074,Tennessee,36.282722513089,-86.25
35.94527989934444,-84.38853525222136,Kentucky,36.282722513089,-85.0
35.60032501910868,-84.78911439427351,Tennessee,35.340314136125656,-85.0
35.041857049109595,-84.95924194575967,Tennessee,35.340314136125656,-85.0
36.019164109643185,-84.1579834213372,Kentucky,36.282722513089,-83.75
36.12213390543042,-83.81532113198179,Kentucky,36.282722513089,-83.75
36.46072984080512,-82.80823270724444,Kentucky,36.282722513089,-82.5
36.44234006672176,-82.27955375259583,North Carolina,36.282722513089,-82.5
36.781567001315565,-83.04460024315465,Kentucky,37.22513089005236,-82.5
36.06737177894041,-86.98404729777957,Tennessee,36.282722513089,-87.5
36.0238207118165,-87.98161148133438,Tennessee,36.282722513089,-87.5
36.392150780789976,-87.65747372114824,Tennessee,36.282722513089,-87.5
36.24474673171792,-88.61150246747377,Tennessee,36.282722513089,-88.75
36.2752230844263,-88.83406011000929,Tennessee,36.282722513089,-88.75
35.70298032792538,-88.79071326007134,Tennessee,35.340314136125656,-88.75
35.65721478714051,-89.39418681521067,Mississippi,35.340314136125656,-90.0
34.995743658209584,-90.0488569357431,Mississippi,35.340314136125656,-90.0
35.38638034183999,-89.80307085113705,Mississippi,35.340314136125656,-90.0
35.644713374211506,-89.9701923852534,Arkansas,35.340314136125656,-90.0
34.311870117955955,-109.16096975085696,Arizona,34.3979057591623,-108.75
34.63615954456501,-110.13456359969864,Arizona,34.3979057591623,-110.0
34.57694554411344,-109.27743298085952,Arizona,34.3979057591623,-108.75
33.33889744805461,-111.03716503271596,Arizona,33.45549738219896,-111.25
35.59282967137923,-108.81747305113169,Arizona,35.340314136125656,-108.75
32.403633887297374,-108.59931880123663,Arizona,32.5130890052356,-108.75
32.54415520156178,-111.28586346471536,Arizona,32.5130890052356,-111.25
32.55621727375439,-111.29657878945784,Arizona,32.5130890052356,-111.25
33.15056591232789,-111.46865384010968,Arizona,33.45549738219896,-111.25
32.962370559264656,-111.99483561593954,Arizona,32.5130890052356,-112.5
33.70393995664984,-111.93842367598836,Arizona,33.45549738219896,-112.5
35.832630082789784,-111.44659108166228,Arizona,36.282722513089,-111.25
36.90287774042459,-111.39462159807574,Utah,37.22513089005236,-111.25
35.79735736606345,-115.00848259706824,Arizona,35.340314136125656,-115.0
33.816374091128374,-112.26245213188784,Arizona,33.45549738219896,-112.5
33.70732872455975,-112.32249463621118,Arizona,33.45549738219896,-112.5
34.40602278398407,-112.10840909883828,Arizona,34.3979057591623,-112.5
34.75635009743734,-112.22955330017956,Arizona,34.3979057591623,-112.5
33.345363751592714,-112.85215001117304,Arizona,33.45549738219896,-112.5
32.97577792666738,-112.69247128573664,Arizona,32.5130890052356,-112.5
33.230595645233635,-112.62047348906482,Arizona,33.45549738219896,-112.5
33.410986755728835,-112.31702197213872,Arizona,33.45549738219896,-112.5
33.38493565652942,-112.85910583063448,Arizona,33.45549738219896,-112.5
33.705142347010764,-112.32633704391152,Arizona,33.45549738219896,-112.5
32.954059019335354,-113.48877677383872,Arizona,32.5130890052356,-113.75
33.47741955925691,-113.11350485333332,Arizona,33.45549738219896,-112.5
32.74552869145405,-114.49144753720208,Arizona,32.5130890052356,-115.0
33.57963149469008,-114.81723088530067,Arizona,33.45549738219896,-115.0
32.717896179435705,-115.71579744418912,Arizona,32.5130890052356,-116.25
33.6988489164846,-115.31287449533924,Arizona,33.45549738219896,-115.0
32.80880637428294,-116.68306472924785,California,32.5130890052356,-116.25
38.2113645270751,-104.57600587326183,Colorado,38.16753926701571,-105.0
38.561071179503806,-104.69006834011564,Colorado,38.16753926701571,-105.0
39.4941712270837,-104.90507140804644,Colorado,39.10994764397907,-105.0
32.302733647528136,-107.77899496214653,New Mexico,32.5130890052356,-107.5
35.11403547938812,-106.7235599071536,New Mexico,35.340314136125656,-106.25
31.804864402516586,-106.58745106178746,New Mexico,31.570680628272257,-106.25
36.11135958444496,-106.15756004008288,New Mexico,36.282722513089,-106.25
36.394785441345455,-105.63355910209884,New Mexico,36.282722513089,-106.25
36.80176861923351,-108.4423856297111,New Mexico,37.22513089005236,-108.75
35.76419222522174,-106.10879088647312,New Mexico,35.340314136125656,-106.25
31.98408959154284,-106.43489534144692,New Mexico,31.570680628272257,-106.25
36.797512533751465,-108.47727200602478,New Mexico,37.22513089005236,-108.75
36.48223973030026,-114.8303352578474,Utah,36.282722513089,-115.0
40.60794838533893,-104.81337357882072,Colorado,40.99476439790576,-105.0
40.47228171321681,-107.59177172301284,Colorado,40.0523560209424,-107.5
39.49665942945448,-105.07141883260232,Colorado,39.10994764397907,-105.0
40.21651915762824,-103.67932614838575,Colorado,40.0523560209424,-103.75
39.686113902363694,-104.0208133835394,Colorado,40.0523560209424,-103.75
40.25460799289951,-103.58736256464668,Colorado,40.0523560209424,-103.75
37.91501229217728,-100.9752763325185,Kansas,38.16753926701571,-101.25
38.43852265060631,-107.952492734579,Colorado,38.16753926701571,-107.5
37.18440194478697,-108.01580663423582,Colorado,37.22513089005236,-107.5
39.046938867851765,-108.41454483002084,Colorado,39.10994764397907,-108.75
37.868259845055285,-109.31586780909682,Utah,38.16753926701571,-108.75
39.38325460706415,-111.08570852764898,Utah,39.10994764397907,-111.25
41.19132446043537,-103.04877113894236,Nebraska,40.99476439790576,-102.5
33.73973662517635,-117.15642698989576,California,33.45549738219896,-117.5
33.82879303437243,-117.78971471018733,California,33.45549738219896,-117.5
35.80362387144401,-115.01301348135192,Arizona,35.340314136125656,-115.0
34.17578218801053,-118.35956447864572,California,34.3979057591623,-118.75
34.281073034266704,-118.47894626660828,California,34.3979057591623,-118.75
34.15083172200331,-118.1843592079502,California,34.3979057591623,-118.75
34.036286827325334,-118.11160270640616,California,34.3979057591623,-117.5
34.43969293451303,-118.5825688589696,California,34.3979057591623,-118.75
35.03499057856058,-118.28086502292147,California,35.340314136125656,-118.75
34.85758145783266,-118.43677708098916,California,34.3979057591623,-118.75
36.1417977062814,-120.12474405568597,California,36.282722513089,-120.0
35.216259931704734,-120.84724887060996,California,35.340314136125656,-121.25
37.2253576224436,-121.7457133485802,California,37.22513089005236,-121.25
40.38322853474178,-122.38142881760234,Oregon,40.0523560209424,-122.5
39.23735587031111,-122.27630178274468,California,39.10994764397907,-122.5
42.71054423080067,-111.59639534849973,Utah,42.87958115183247,-111.25
46.51594813163201,-112.88700824462884,Idaho,46.64921465968587,-112.5
46.05109604505153,-108.85164344854242,Montana,45.70680628272251,-108.75
47.45604293174374,-115.58945858571938,Idaho,47.59162303664922,-115.0
45.89128130156682,-106.61416365022691,Wyoming,45.70680628272251,-106.25
47.57544690698798,-114.62896841853154,Idaho,47.59162303664922,-115.0
36.42722260213132,-114.90689763749457,Nevada,36.282722513089,-115.0
36.38209383297059,-114.92176154654992,Nevada,36.282722513089,-115.0
37.4134002418149,-113.64612923456323,Utah,37.22513089005236,-113.75
39.45563085048802,-119.71738881622406,Nevada,39.10994764397907,-120.0
39.8240109200389,-111.90415711084644,Utah,40.0523560209424,-112.5
40.48031055150462,-107.59371694437544,Wyoming,40.0523560209424,-107.5
38.84472654540775,-111.99289398766348,Utah,39.10994764397907,-112.5
40.7072685031356,-111.9289302944728,Utah,40.99476439790576,-112.5
39.78880950395023,-111.89482107852348,Utah,40.0523560209424,-112.5
40.564675715374754,-112.02722370546074,Utah,40.99476439790576,-112.5
40.7573330885452,-112.00662112078253,Utah,40.99476439790576,-112.5
41.09515547623697,-112.04331782287288,Utah,40.99476439790576,-112.5
34.42335271747258,-92.14432178825562,Arkansas,34.3979057591623,-92.5
34.5939427090047,-92.21669088715534,Arkansas,34.3979057591623,-92.5
34.937035390610326,-92.43852762066248,Arkansas,35.340314136125656,-92.5
35.11749483173282,-90.18778311054469,Arkansas,35.340314136125656,-90.0
35.65268837421729,-89.96707795574947,Arkansas,35.340314136125656,-90.0
33.2969488242617,-92.58941903514894,Arkansas,33.45549738219896,-92.5
33.2885503874218,-92.5918435469156,Arkansas,33.45549738219896,-92.5
32.70412168438795,-92.07466032605612,Mississippi,32.5130890052356,-92.5
32.57693027592657,-92.68769626190722,Louisiana,32.5130890052356,-92.5
33.3367137591562,-93.22458799923886,Arkansas,33.45549738219896,-93.75
29.98582655438332,-90.47858366706312,Louisiana,29.685863874345543,-90.0
30.782771551112493,-89.90630487673901,Mississippi,30.6282722513089,-90.0
31.524619309921764,-90.64406162353076,Mississippi,31.570680628272257,-91.25
30.278626877711485,-91.11257017989696,Louisiana,30.6282722513089,-91.25
30.48761705604873,-90.89637578352132,Louisiana,30.6282722513089,-91.25
30.256728109287824,-91.16815165314776,Louisiana,30.6282722513089,-91.25
30.745225460674625,-91.33106924914138,Louisiana,30.6282722513089,-91.25
30.44882574143644,-92.13664029907356,Louisiana,30.6282722513089,-92.5
32.28139506037508,-90.92886862670456,Mississippi,32.5130890052356,-91.25
30.4299309122718,-92.4066651179522,Louisiana,30.6282722513089,-92.5
31.98017262625198,-93.18764885050432,Louisiana,31.570680628272257,-93.75
30.26624466007089,-93.7385964205838,Louisiana,30.6282722513089,-93.75
32.03505109604424,-93.5692392024145,Louisiana,31.570680628272257,-93.75
32.404718673135754,-93.86456831195164,Louisiana,32.5130890052356,-93.75
32.381564276164696,-90.21451327192284,Mississippi,32.5130890052356,-90.0
32.31090680990712,-90.32916980225193,Mississippi,32.5130890052356,-90.0
32.00526518304746,-91.04412403753216,Mississippi,31.570680628272257,-91.25
30.6238542034934,-95.90941633863466,Louisiana,30.6282722513089,-96.25
30.3037367038664,-94.2572856451348,Louisiana,30.6282722513089,-93.75
36.10819119357008,-94.43424993226752,Oklahoma,36.282722513089,-95.0
36.18531220265152,-94.28185722550784,Arkansas,36.282722513089,-93.75
36.25411997028405,-94.52760648267665,Oklahoma,36.282722513089,-95.0
36.3581873968234,-94.35451447762064,Oklahoma,36.282722513089,-93.75
35.81538936502408,-95.54940486108764,Oklahoma,36.282722513089,-95.0
37.86421094310477,-99.75570974979306,Kansas,38.16753926701571,-100.0
38.93211778958924,-99.3599251304024,Kansas,39.10994764397907,-98.75
38.93379849566781,-99.362553650254,Kansas,39.10994764397907,-98.75
40.54527842195589,-99.12146309494464,Nebraska,40.99476439790576,-98.75
37.29382190741478,-98.46536951372546,Kansas,37.22513089005236,-98.75
36.31091859938324,-99.36872450654262,Oklahoma,36.282722513089,-98.75
37.46741080426504,-99.87683265020728,Kansas,37.22513089005236,-100.0
37.71171094767936,-97.66854094167384,Kansas,38.16753926701571,-97.5
38.727880415476406,-97.54087487794652,Kansas,39.10994764397907,-97.5
38.11347241235986,-97.79069612520848,Kansas,38.16753926701571,-97.5
38.16187964854243,-97.52997013406014,Kansas,38.16753926701571,-97.5
37.79262350460626,-97.51949903661186,Kansas,38.16753926701571,-97.5
37.33118717100557,-97.67665924921867,Kansas,37.22513089005236,-97.5
38.70538351718274,-97.0404087065107,Kansas,39.10994764397907,-97.5
39.28252110230805,-96.1170308851674,Kansas,39.10994764397907,-96.25
37.58942405882674,-97.10522579822138,Kansas,37.22513089005236,-97.5
37.791059124909125,-97.16896517079068,Kansas,38.16753926701571,-97.5
36.86746717898991,-97.67234115331732,Oklahoma,37.22513089005236,-97.5
38.64609900747622,-96.4629208270654,Kansas,39.10994764397907,-96.25
37.3048891027816,-97.2127809242278,Oklahoma,37.22513089005236,-97.5
37.084336532525946,-97.13521716364946,Oklahoma,37.22513089005236,-97.5
37.407245508887634,-97.20660466211436,Kansas,37.22513089005236,-97.5
36.8173260388742,-97.1256512384247,Oklahoma,37.22513089005236,-97.5
37.50017824238953,-96.56116769653958,Oklahoma,37.22513089005236,-96.25
38.84266184297176,-95.59052267660658,Kansas,39.10994764397907,-95.0
38.44283620175436,-96.06370885876106,Kansas,38.16753926701571,-96.25
37.47134405884928,-96.41908866615417,Oklahoma,37.22513089005236,-96.25
37.54972756090216,-96.54472377915002,Oklahoma,37.22513089005236,-96.25
37.30452647263149,-95.11706671747191,Oklahoma,37.22513089005236,-95.0
39.275418891423016,-95.67920876485258,Kansas,39.10994764397907,-96.25
39.26190988309818,-95.03232751680976,Missouri,39.10994764397907,-95.0
38.266171904220215,-95.58781536478826,Kansas,38.16753926701571,-95.0
38.97240621527144,-94.87955317775987,Missouri,39.10994764397907,-95.0
39.44982598513985,-94.9766206744208,Missouri,39.10994764397907,-95.0
38.78328025499931,-94.65343627567768,Missouri,39.10994764397907,-95.0
38.34814317728706,-94.64118666533152,Missouri,38.16753926701571,-95.0
38.93253507988559,-94.81006950725973,Missouri,39.10994764397907,-95.0
38.78779721641834,-94.98867198386934,Missouri,39.10994764397907,-95.0
38.74901754290275,-94.49490619669012,Missouri,39.10994764397907,-95.0
37.33221189091447,-94.60955559245173,Missouri,37.22513089005236,-95.0
37.85364540424599,-99.7384330503738,Kansas,38.16753926701571,-100.0
37.92631706408052,-100.97189263901926,Kansas,38.16753926701571,-101.25
36.49650745708337,-101.39170282506356,Kansas,36.282722513089,-101.25
38.48599586093638,-100.96889260231713,Kansas,38.16753926701571,-101.25
39.30892020624341,-100.920246696529,Nebraska,39.10994764397907,-101.25
40.30347783673662,-100.71019012735871,Nebraska,40.0523560209424,-101.25
32.585846348202296,-93.99383830455096,Louisiana,32.5130890052356,-93.75
32.74435488771362,-94.6983019662633,Arkansas,32.5130890052356,-95.0
44.531227900399294,-96.1620322749457,Minnesota,44.764397905759154,-96.25
44.47384975404639,-95.67381852818096,Minnesota,44.764397905759154,-96.25
44.38952813716831,-96.52929121580472,Minnesota,44.764397905759154,-96.25
39.7347995050438,-94.76138434857276,Missouri,40.0523560209424,-95.0
40.405966520917374,-98.35581708861125,Kansas,40.0523560209424,-98.75
41.05251444567145,-99.28124980203344,Nebraska,40.99476439790576,-98.75
40.91148166823056,-98.26236296920727,Nebraska,40.99476439790576,-98.75
41.0808460408766,-101.1472653332208,Nebraska,40.99476439790576,-101.25
42.61940315278504,-98.31429285068926,Nebraska,42.87958115183247,-98.75
44.13109856612709,-99.43596886847676,South Dakota,43.8219895287958,-100.0
40.72161512051035,-97.6195767291649,Kansas,40.99476439790576,-97.5
40.56358118520163,-96.78857395053734,Kansas,40.99476439790576,-96.25
42.07796096042975,-97.35441906821316,Nebraska,41.93717277486911,-97.5
42.32942382974549,-96.36538619221008,Iowa,41.93717277486911,-96.25
41.42540187374797,-97.28039147025513,Nebraska,40.99476439790576,-97.5
40.83027628338268,-96.81263906178116,Kansas,40.99476439790576,-96.25
40.840132567406485,-96.54729586020488,Kansas,40.99476439790576,-96.25
40.71328265314412,-96.58293969961257,Kansas,40.99476439790576,-96.25
40.61847611614021,-95.78068779994774,Iowa,40.99476439790576,-96.25
41.5187322685435,-96.08103705552551,Iowa,41.93717277486911,-96.25
41.279365210060334,-96.07998743728122,Iowa,40.99476439790576,-96.25
41.15801065752066,-101.65647611695098,Nebraska,40.99476439790576,-101.25
34.18124573176287,-102.57089407538304,New Mexico,34.3979057591623,-102.5
32.73181018931375,-103.3116915449406,New Mexico,32.5130890052356,-103.75
32.03636458080561,-102.25205923442267,Texas,31.570680628272257,-102.5
47.07600523672372,-101.19931822541332,North Dakota,46.64921465968587,-101.25
47.90617148347277,-97.1133207805286,Minnesota,47.59162303664922,-97.5
47.22863070630423,-101.8025246009926,North Dakota,47.59162303664922,-101.25
47.2823997216993,-101.3153437831279,North Dakota,47.59162303664922,-101.25
45.37387713047166,-98.10215346807225,South Dakota,45.70680628272251,-97.5
47.37069635393309,-101.84227841434624,North Dakota,47.59162303664922,-101.25
44.473665902204814,-98.39261736672086,South Dakota,44.764397905759154,-98.75
47.34192933588669,-103.15948350574544,North Dakota,47.59162303664922,-103.75
46.842200016396056,-103.07014962055509,North Dakota,46.64921465968587,-102.5
33.987514505518945,-95.05105850390424,Oklahoma,34.3979057591623,-95.0
34.01907410153633,-95.31245754684844,Oklahoma,34.3979057591623,-95.0
34.692655607230684,-95.9222554422727,Oklahoma,34.3979057591623,-96.25
34.185581137820364,-97.2413072864342,Oklahoma,34.3979057591623,-97.5
35.71673256920097,-95.46804536326556,Oklahoma,35.340314136125656,-95.0
34.683801610247926,-95.93211507918254,Oklahoma,34.3979057591623,-96.25
33.632494400868886,-96.3576621159104,Oklahoma,33.45549738219896,-96.25
34.96597273373913,-96.7319684862751,Oklahoma,35.340314136125656,-96.25
36.01140106531628,-95.70281006757614,Oklahoma,36.282722513089,-96.25
36.05454846238322,-96.07032858144986,Oklahoma,36.282722513089,-96.25
36.159851357992245,-96.22382069942492,Oklahoma,36.282722513089,-96.25
36.28253585333326,-95.98100756034792,Oklahoma,36.282722513089,-96.25
36.36199589947758,-96.47374044583248,Oklahoma,36.282722513089,-96.25
36.44717756849179,-97.05711549507627,Oklahoma,36.282722513089,-97.5
35.33157347419102,-97.32910879077475,Oklahoma,35.340314136125656,-97.5
35.690211025832724,-97.31584164233644,Oklahoma,35.340314136125656,-97.5
35.510983718500725,-97.792039906627,Oklahoma,35.340314136125656,-97.5
35.6363853318226,-97.64547106978874,Oklahoma,35.340314136125656,-97.5
36.33071721388495,-97.78974899494423,Oklahoma,36.282722513089,-97.5
34.603686349441084,-98.31455642287018,Oklahoma,34.3979057591623,-98.75
35.30055935246349,-98.0268923509864,Oklahoma,35.340314136125656,-97.5
35.72791262449288,-97.79244147437878,Oklahoma,35.340314136125656,-97.5
35.93226058289172,-98.75388113141616,Oklahoma,36.282722513089,-98.75
36.57481956403582,-97.68292601473158,Oklahoma,36.282722513089,-97.5
34.08597479481973,-99.18064603885622,Oklahoma,34.3979057591623,-98.75
36.52551696688692,-100.9499804643986,Kansas,36.282722513089,-101.25
36.520759501858834,-100.86521510021012,Kansas,36.282722513089,-101.25
44.3867165317816,-96.5368494241003,Minnesota,44.764397905759154,-96.25
44.580940120101175,-96.57485584906064,Minnesota,44.764397905759154,-96.25
43.60024519966026,-96.6318702438489,Iowa,43.8219895287958,-96.25
44.88360935643892,-97.0411202808736,Minnesota,44.764397905759154,-97.5
45.20698786579197,-97.02825059325212,Minnesota,44.764397905759154,-97.5
45.28117263752271,-96.50694083343387,Minnesota,45.70680628272251,-96.25
46.0078452899868,-98.57019031180452,South Dakota,45.70680628272251,-98.75
32.77307044562597,-94.3920999373804,Arkansas,32.5130890052356,-95.0
32.5386956164723,-94.39654212423564,Louisiana,32.5130890052356,-95.0
32.257017562566254,-94.574650195374,Louisiana,32.5130890052356,-95.0
32.41985714298991,-95.25357469307168,Louisiana,32.5130890052356,-95.0
32.46363308890301,-94.47859563921338,Louisiana,32.5130890052356,-95.0
31.36413504879441,-95.39553325664215,Louisiana,31.570680628272257,-95.0
32.01771752947664,-94.62123303424674,Louisiana,31.570680628272257,-95.0
35.62022695112855,-100.54135655010133,Oklahoma,35.340314136125656,-100.0
35.40728216464633,-100.81993060167235,Oklahoma,35.340314136125656,-101.25
34.373393666557625,-100.0868414529442,Texas,34.3979057591623,-100.0
35.16384460163636,-100.94015155018567,Oklahoma,35.340314136125656,-101.25
35.25495881568038,-101.35964492456176,Texas,35.340314136125656,-101.25
35.4022323048916,-101.15383710050692,Oklahoma,35.340314136125656,-101.25
34.059034860308884,-101.1794575503943,Texas,34.3979057591623,-101.25
33.77829931112906,-100.87653745098612,Texas,33.45549738219896,-101.25
34.43222756757146,-101.35958697948632,Texas,34.3979057591623,-101.25
35.31350915962045,-102.0501860499408,New Mexico,35.340314136125656,-102.5
35.414779901167435,-101.25634360011404,Oklahoma,35.340314136125656,-101.25
35.443028302126194,-101.37284415025862,Oklahoma,35.340314136125656,-101.25
35.310278665429934,-101.92290985215602,New Mexico,35.340314136125656,-102.5
33.86919703889702,-101.843692087841,Texas,33.45549738219896,-101.25
34.51973651051781,-102.03868650200904,New Mexico,34.3979057591623,-102.5
34.7733778058479,-102.30454970101296,New Mexico,34.3979057591623,-102.5
34.77294211778746,-102.29813426488708,New Mexico,34.3979057591623,-102.5
35.29198831277656,-102.58259189990356,New Mexico,35.340314136125656,-102.5
35.297182452592025,-102.71027817657462,New Mexico,35.340314136125656,-102.5
41.5127239354405,-120.63445912752265,Oregon,41.93717277486911,-121.25
46.52846207351406,-116.36752040158218,Idaho,46.64921465968587,-116.25
46.469154026805086,-116.91079839425775,Idaho,46.64921465968587,-117.5
44.05087484466421,-123.23181843743616,Oregon,43.8219895287958,-123.75
45.60639087781853,-121.11532940537236,Oregon,45.70680628272251,-121.25
45.60368728308112,-121.10805556577957,Oregon,45.70680628272251,-121.25
45.36072180166632,-122.40804162696112,Oregon,45.70680628272251,-122.5
