Latitude,Longitude,Surface Temperature
19.31937172774869,-161.25,83.13638000000005
19.31937172774869,-160.0,83.14084400000003
19.31937172774869,-158.75,83.11904600000001
19.31937172774869,-157.5,82.8970160000001
19.31937172774869,-156.25,82.72947200000002
19.31937172774869,-155.0,84.18992000000007
19.31937172774869,-153.75,81.91576400000008
19.31937172774869,-152.5,82.05098000000002
19.31937172774869,-151.25,82.00997600000001
19.31937172774869,-150.0,81.89286800000008
19.31937172774869,-148.75,81.76393400000003
19.31937172774869,-147.5,81.63545000000008
19.31937172774869,-146.25,81.50586800000002
19.31937172774869,-145.0,81.36986000000003
19.31937172774869,-143.75,81.22614800000005
19.31937172774869,-142.5,81.05795600000008
19.31937172774869,-141.25,80.91348800000006
19.31937172774869,-140.0,80.81911400000003
19.31937172774869,-138.75,80.7557
19.31937172774869,-137.5,80.70803600000002
19.31937172774869,-136.25,80.66562800000005
19.31937172774869,-135.0,80.597894
19.31937172774869,-133.75,80.48912
19.31937172774869,-132.5,80.384486
19.31937172774869,-131.25,80.34476000000002
19.31937172774869,-130.0,80.38927400000009
19.31937172774869,-128.75,80.50967600000008
19.31937172774869,-127.5,80.68316
19.31937172774869,-126.25,80.86015400000005
19.31937172774869,-125.0,81.07948400000005
19.31937172774869,-123.75,81.33053000000008
19.31937172774869,-122.5,81.61322000000003
19.31937172774869,-121.25,81.85951400000008
19.31937172774869,-120.0,82.101326
19.31937172774869,-118.75,82.42921400000002
19.31937172774869,-117.5,82.869494
19.31937172774869,-116.25,83.45879600000006
19.31937172774869,-115.0,84.25178600000001
19.31937172774869,-113.75,85.2035
19.31937172774869,-112.5,86.22788
19.31937172774869,-111.25,87.13900400000004
19.31937172774869,-110.0,87.92258000000002
19.31937172774869,-108.75,88.62422
19.31937172774869,-107.5,89.01964400000006
19.31937172774869,-106.25,88.94480000000004
19.31937172774869,-105.0,89.53599200000005
19.31937172774869,-103.75,83.07194000000005
19.31937172774869,-102.5,80.34411200000002
19.31937172774869,-101.25,74.75540000000008
19.31937172774869,-100.0,69.95847200000006
19.31937172774869,-98.75,68.36756000000003
19.31937172774869,-97.5,71.58785000000009
19.31937172774869,-96.25,86.145566
19.31937172774869,-95.0,88.468394
19.31937172774869,-93.75,88.72246400000007
19.31937172774869,-92.5,88.70054000000007
19.31937172774869,-91.25,90.55700600000003
19.31937172774869,-90.0,98.03512400000007
19.31937172774869,-88.75,94.70876000000005
19.31937172774869,-87.5,92.14793600000003
19.31937172774869,-86.25,88.03868000000004
19.31937172774869,-85.0,88.51339400000006
19.31937172774869,-83.75,88.93576400000003
19.31937172774869,-82.5,89.03852600000008
19.31937172774869,-81.25,89.12213600000005
19.31937172774869,-80.0,89.25321200000002
19.31937172774869,-78.75,89.31642800000003
19.31937172774869,-77.5,89.28617
19.31937172774869,-76.25,89.15316800000008
19.31937172774869,-75.0,88.96618400000008
19.31937172774869,-73.75,88.66099400000004
19.31937172774869,-72.5,93.88790600000006
19.31937172774869,-71.25,94.84070000000008
19.31937172774869,-70.0,87.46419200000003
19.31937172774869,-68.75,86.56836800000002
19.31937172774869,-67.5,86.15714000000006
20.261780104712045,-161.25,82.71777200000008
20.261780104712045,-160.0,82.74686
20.261780104712045,-158.75,82.77270800000002
20.261780104712045,-157.5,82.61988800000002
20.261780104712045,-156.25,82.00400000000005
20.261780104712045,-155.0,81.46436000000004
20.261780104712045,-153.75,81.44605400000002
20.261780104712045,-152.5,81.60238400000006
20.261780104712045,-151.25,81.58452800000002
20.261780104712045,-150.0,81.47138000000002
20.261780104712045,-148.75,81.34073599999999
20.261780104712045,-147.5,81.207644
20.261780104712045,-146.25,81.06794600000002
20.261780104712045,-145.0,80.91095000000001
20.261780104712045,-143.75,80.75555600000006
20.261780104712045,-142.5,80.57296400000001
20.261780104712045,-141.25,80.39404400000001
20.261780104712045,-140.0,80.25002600000008
20.261780104712045,-138.75,80.146472
20.261780104712045,-137.5,80.07548000000008
20.261780104712045,-136.25,80.02612400000007
20.261780104712045,-135.0,79.95506000000003
20.261780104712045,-133.75,79.80872000000002
20.261780104712045,-132.5,79.64159000000004
20.261780104712045,-131.25,79.50887600000001
20.261780104712045,-130.0,79.46087000000007
20.261780104712045,-128.75,79.51141400000004
20.261780104712045,-127.5,79.66652000000002
20.261780104712045,-126.25,79.84626800000008
20.261780104712045,-125.0,80.027654
20.261780104712045,-123.75,80.25002600000008
20.261780104712045,-122.5,80.553074
20.261780104712045,-121.25,80.79033200000005
20.261780104712045,-120.0,81.07934
20.261780104712045,-118.75,81.44605400000002
20.261780104712045,-117.5,81.90518
20.261780104712045,-116.25,82.49000000000002
20.261780104712045,-115.0,83.29100000000001
20.261780104712045,-113.75,84.31574
20.261780104712045,-112.5,85.45127000000002
20.261780104712045,-111.25,86.58104000000006
20.261780104712045,-110.0,87.5664140000001
20.261780104712045,-108.75,88.45147400000005
20.261780104712045,-107.5,88.92064400000005
20.261780104712045,-106.25,88.6985060000001
20.261780104712045,-105.0,87.19142000000001
20.261780104712045,-103.75,77.40644000000009
20.261780104712045,-102.5,72.17198599999999
20.261780104712045,-101.25,70.78226000000002
20.261780104712045,-100.0,73.2101000000001
20.261780104712045,-98.75,70.753496
20.261780104712045,-97.5,82.6945880000001
20.261780104712045,-96.25,88.00835000000009
20.261780104712045,-95.0,88.53843200000009
20.261780104712045,-93.75,88.52486000000007
20.261780104712045,-92.5,88.39297400000001
20.261780104712045,-91.25,88.56386600000002
20.261780104712045,-90.0,99.66362000000007
20.261780104712045,-88.75,97.30799599999999
20.261780104712045,-87.5,92.3989280000001
20.261780104712045,-86.25,88.250648
20.261780104712045,-85.0,88.78326800000004
20.261780104712045,-83.75,89.30940800000005
20.261780104712045,-82.5,89.468654
20.261780104712045,-81.25,89.51756000000003
20.261780104712045,-80.0,89.56291999999999
20.261780104712045,-78.75,89.57400800000003
20.261780104712045,-77.5,90.16512800000001
20.261780104712045,-76.25,93.58826000000005
20.261780104712045,-75.0,89.106152
20.261780104712045,-73.75,87.69007400000005
20.261780104712045,-72.5,87.677492
20.261780104712045,-71.25,87.05588000000006
20.261780104712045,-70.0,86.06375600000008
20.261780104712045,-68.75,86.06744600000007
20.261780104712045,-67.5,86.11408399999999
21.204188481675388,-161.25,82.16290400000005
21.204188481675388,-160.0,82.14236600000002
21.204188481675388,-158.75,82.11549200000005
21.204188481675388,-157.5,81.98173399999999
21.204188481675388,-156.25,81.53258000000001
21.204188481675388,-155.0,81.14252
21.204188481675388,-153.75,81.09388400000002
21.204188481675388,-152.5,81.13798399999999
21.204188481675388,-151.25,81.11145200000007
21.204188481675388,-150.0,81.01988600000001
21.204188481675388,-148.75,80.88992599999999
21.204188481675388,-147.5,80.75413400000006
21.204188481675388,-146.25,80.62025000000003
21.204188481675388,-145.0,80.46528800000002
21.204188481675388,-143.75,80.304728
21.204188481675388,-142.5,80.11554800000002
21.204188481675388,-141.25,79.91510000000002
21.204188481675388,-140.0,79.72316600000003
21.204188481675388,-138.75,79.56255200000007
21.204188481675388,-137.5,79.44548000000005
21.204188481675388,-136.25,79.356056
21.204188481675388,-135.0,79.25169200000002
21.204188481675388,-133.75,79.10528000000001
21.204188481675388,-132.5,78.92337200000007
21.204188481675388,-131.25,78.74846600000006
21.204188481675388,-130.0,78.59264000000007
21.204188481675388,-128.75,78.52071200000006
21.204188481675388,-127.5,78.613664
21.204188481675388,-126.25,78.79784000000004
21.204188481675388,-125.0,78.96542000000002
21.204188481675388,-123.75,79.13447600000006
21.204188481675388,-122.5,79.40714000000006
21.204188481675388,-121.25,79.60991
21.204188481675388,-120.0,79.89836000000004
21.204188481675388,-118.75,80.3325740000001
21.204188481675388,-117.5,80.86316000000004
21.204188481675388,-116.25,81.47719400000008
21.204188481675388,-115.0,82.26365000000006
21.204188481675388,-113.75,83.32628000000005
21.204188481675388,-112.5,84.56720000000001
21.204188481675388,-111.25,85.91693000000008
21.204188481675388,-110.0,87.16046
21.204188481675388,-108.75,88.22426000000002
21.204188481675388,-107.5,88.79892800000009
21.204188481675388,-106.25,88.54595600000002
21.204188481675388,-105.0,86.68130000000005
21.204188481675388,-103.75,81.902588
21.204188481675388,-102.5,71.18069000000007
21.204188481675388,-101.25,69.99350000000003
21.204188481675388,-100.0,75.29378
21.204188481675388,-98.75,81.646664
21.204188481675388,-97.5,89.89754
21.204188481675388,-96.25,88.23619400000007
21.204188481675388,-95.0,88.51778600000003
21.204188481675388,-93.75,88.33211600000007
21.204188481675388,-92.5,88.04613200000006
21.204188481675388,-91.25,87.84471200000007
21.204188481675388,-90.0,91.42064600000006
21.204188481675388,-88.75,97.12265000000005
21.204188481675388,-87.5,91.91443999999998
